Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2025,1,14,243.553564,228.6090062,218.8289884,213.8226855,211.7314878,212.7872749,224.8114525,245.3286887,260.9677638,273.4540485,285.1669198,290.7543022,295.2783043,297.8605836,300.2687976,303.5792994,303.6836351,306.0032267,307.4707922,323.2893269,321.976198,312.6803652,296.6682971,271.0975605
2025,1,15,245.1777972,229.2296975,218.0234293,212.1612199,211.0735784,212.4680745,225.0664043,245.8373854,261.4243706,272.7296857,284.3438059,292.0791184,296.43178,298.2019585,298.3330428,302.4051331,307.8751655,308.5240956,309.0319358,325.4209057,323.95089,314.7613834,299.256381,273.2096194
2025,1,16,248.5146249,232.2839222,222.1125039,215.6049119,212.7313401,213.7142879,224.6699202,244.277544,258.7939342,269.2973478,281.7597298,292.9699708,299.7170404,304.9381074,307.9164462,310.9599927,314.991124,319.1691231,318.2207969,332.5722401,332.6770752,322.799853,306.6938529,279.8769926
2025,1,17,254.1912144,237.7365126,228.4212004,221.5761017,218.1111472,219.2938444,230.9588238,250.0637969,265.73469,278.5420686,290.6575227,298.608318,303.8021903,309.1996764,312.3944387,316.5474046,322.3203206,324.0613084,322.2769629,336.5344203,332.9518873,322.5705105,308.4694722,285.400672
2025,1,18,262.236791,245.559066,236.1596181,228.3542619,224.3088252,223.7802354,229.5909139,241.992006,258.2812075,276.206276,291.3600613,300.0586008,307.5693865,311.5444246,314.6068838,316.8582593,319.8136492,323.4050707,322.8158016,334.3285317,329.2896881,318.2525482,303.6767601,284.2429327
2025,1,19,263.8159555,250.317846,238.5201122,229.0661825,228.0847761,225.4539608,230.2379628,237.2536916,246.3098618,262.5240162,278.7627436,288.2977179,289.8513068,288.8506045,287.8644108,290.0548674,289.2338799,289.7464586,292.9691262,310.184184,309.2840949,303.147249,288.0849748,267.7011907
2025,1,20,245.0777974,230.9460299,222.1585604,217.3423435,214.7437812,215.8947045,228.1925726,249.3499134,265.5894284,279.7946231,293.3838945,301.3783229,304.6558388,307.0044438,310.3532936,312.855752,313.9152851,312.1633368,312.1558073,328.8345332,329.3725983,321.2613716,307.1402733,281.5278477
2025,1,21,257.1616277,240.1780024,232.0560196,224.7575578,221.7894897,222.9405597,235.359205,256.5120546,272.3744581,284.7081359,296.6154003,301.9504121,305.1207589,306.3197816,308.0130387,312.7182027,313.9565478,315.3922999,315.7728738,331.3506278,332.7847263,323.7110932,309.0932006,283.4485539
2025,1,22,258.2789763,241.1685792,233.312541,226.4451334,223.7520871,222.9377828,236.2534371,258.1759433,274.2981913,283.5014338,297.7962571,305.2487301,308.0586398,308.8511688,312.4823853,316.1719683,318.1578224,318.1341878,318.654455,333.8636278,336.3228201,324.8939294,308.9980294,283.2050883
2025,1,23,256.7883823,240.4710222,229.6657373,223.7193084,219.927477,220.4551633,232.2417241,253.3227777,268.1579641,281.9740812,293.5140526,299.4970821,303.7704687,304.976085,307.0514046,309.6387136,312.968926,316.4566879,313.616487,327.7798779,328.8962875,319.9603675,303.2511816,278.6624254
2025,1,24,255.0044926,237.6726607,228.2307606,222.3581593,218.3547821,218.1433679,228.116305,246.0421441,262.7749746,277.5921606,290.111121,298.1239942,301.8644507,305.5302235,308.0099321,311.2507508,317.0789017,318.5867134,318.0711887,330.8720447,331.0614619,320.0770228,304.9732743,282.8356876
2025,1,25,259.3878168,243.2391075,231.8228125,224.67134,221.6401254,221.4709073,227.860122,240.0109763,257.0889131,278.9531654,292.5809476,299.7664987,304.3522252,307.5568148,309.2472555,309.0592907,313.0563697,314.9670642,316.0689581,329.2406946,327.9494241,316.1088639,302.3783797,280.8427206
2025,1,26,258.430077,242.9464953,233.028943,227.6744116,223.2383743,221.6643363,224.7646991,231.4496129,240.9526532,257.5387959,274.0496337,281.5406016,284.0338751,287.0801875,290.3063658,294.9120092,299.1615866,302.9637865,304.4650049,316.6414405,317.4191142,312.2962383,298.5548086,276.66034
2025,1,27,254.3969069,237.5077481,226.2592299,219.8058421,215.8869961,217.2915272,228.624916,250.0788467,265.8636095,283.4951227,297.7432893,307.4770547,314.1747703,318.5021097,319.9903861,321.0341857,322.1929106,323.3870708,323.1136752,337.477233,337.3566905,327.501918,314.6697815,289.5538064
2025,1,28,264.4915621,248.2693001,239.0588118,233.9360252,231.8764162,229.0658019,242.4350945,262.9351691,282.4119488,299.2098137,316.602105,323.5992727,332.7801845,329.9014122,326.1076127,332.4424429,334.3745187,330.1865863,327.0195729,340.6125962,342.9567239,335.1093451,321.1462515,294.8582414
2025,1,29,268.6227615,251.711212,241.4552882,234.3994086,230.3114256,229.4670995,234.7935959,255.7681572,274.0428487,290.8317587,311.7309369,321.8504203,327.8722309,334.0259972,335.4023858,339.7451037,346.7949534,349.0356217,344.3366552,354.08557,355.4870681,345.1358368,330.9832142,306.6814302
2025,1,30,279.1668456,260.8605777,248.0690406,241.0874834,237.4007901,236.6736335,247.5002639,266.065737,280.876481,298.8457807,312.0436582,321.7733505,330.1262633,334.4477781,339.4772317,344.0592815,350.2910138,351.0683222,346.0300255,354.2765261,354.7066447,343.8162824,327.4868383,303.5216692
2025,1,31,278.9860248,261.4952672,246.9058656,238.7184752,234.0173284,233.9750709,245.5733714,266.2640398,281.7997611,296.7481674,307.8592913,316.4475838,323.644729,326.1703306,325.9553072,324.0292003,327.8439806,329.8237142,327.5852036,337.5223153,339.0301733,328.6997855,314.3252209,293.2331893
2025,2,1,269.9630423,252.4846495,240.5174856,232.7316232,227.4923152,225.8768319,232.0925724,244.4985447,260.1195567,277.8315998,289.3418311,296.3432744,300.2948464,302.3333511,303.2000976,303.746424,304.5649251,306.0295888,307.1532548,319.8062961,320.1636053,309.168168,295.9246134,277.2199086
